Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
F,0,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Accountants   ",3,38,13,0,25,1
F,0,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Accountants   ",3,38,13,0,15,1
F,0,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,"Accountants   ",3,38,13,0,18,1
F,0,1,0,315000,"Working ","Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,37,2,0,29,1
F,0,1,0,315000,"Working ","Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,37,2,0,28,1
M,1,1,2,157500,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,1,0,"Drivers ",4,36,12,0,39,1
M,1,1,2,157500,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,1,0,"Drivers ",4,36,12,0,28,1
M,1,1,2,157500,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,1,0,"Drivers ",4,36,12,0,31,1
M,1,1,2,157500,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,1,0,"Drivers ",4,36,12,0,61,1
M,0,1,0,360000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Security staff,2,42,8,0,8,1
M,0,1,0,360000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Security staff,2,42,8,0,21,1
F,0,1,0,112500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,1,"High skill tech staff     ",2,25,1,1,3,1
F,0,0,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,Managers,2,27,5,0,34,1
F,0,0,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,Managers,2,27,5,0,12,1
M,1,0,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,44,11,0,36,1
M,1,0,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,44,11,1,25,1
M,1,0,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,44,11,0,13,1
M,1,0,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,44,11,0,8,1
M,1,0,0,315000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,44,11,1,17,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,30,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,48,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,48,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,29,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,28,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,18,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,48,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,44,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,15,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,22,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,2,22,1
F,0,0,0,180000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Sales staff   ",2,54,8,0,48,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,9,0,13,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,9,0,17,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,9,0,17,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,9,0,17,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,36,9,0,17,1
M,1,0,0,229500,"Working ","Incomplete higher   ","Married ","Co-op apartment     ",1,0,0,0,Laborers,2,51,4,1,49,1
M,1,0,0,229500,"Working ","Incomplete higher   ","Married ","Co-op apartment     ",1,0,0,0,Laborers,2,51,4,1,34,1
M,1,0,0,229500,"Working ","Incomplete higher   ","Married ","Co-op apartment     ",1,0,0,0,Laborers,2,51,4,0,13,1
M,1,0,0,229500,"Working ","Incomplete higher   ","Married ","Co-op apartment     ",1,0,0,0,Laborers,2,51,4,1,38,1
M,1,0,0,229500,"Working ","Incomplete higher   ","Married ","Co-op apartment     ",1,0,0,0,Laborers,2,51,4,1,12,1
M,1,0,0,229500,"Working ","Incomplete higher   ","Married ","Co-op apartment     ",1,0,0,0,Laborers,2,51,4,0,35,1
M,1,0,0,229500,"Working ","Incomplete higher   ","Married ","Co-op apartment     ",1,0,0,0,Laborers,2,51,4,0,32,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,1,3,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,0,6,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,0,17,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,0,17,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,0,23,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,0,17,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,0,34,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,2,49,16,1,29,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,7,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,8,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,46,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,2,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,7,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,21,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,3,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,6,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,22,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,22,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,42,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,1,45,1
F,0,0,0,292500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,58,24,0,4,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,34,3,0,23,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,34,3,1,57,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,34,3,0,7,1
F,0,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,"Accountants   ",2,34,3,0,7,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,28,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,48,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,41,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,51,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,28,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,48,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,21,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,36,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,48,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,14,1
F,1,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,Managers,2,41,3,0,31,1
M,1,0,0,157500,"Working ","Incomplete higher   ","Married ","With parents  ",1,0,1,0,"Drivers ",2,30,3,0,21,1
M,1,0,0,157500,"Working ","Incomplete higher   ","Married ","With parents  ",1,0,1,0,"Drivers ",2,30,3,0,15,1
M,1,0,0,157500,"Working ","Incomplete higher   ","Married ","With parents  ",1,0,1,0,"Drivers ",2,30,3,0,34,1
M,1,0,0,157500,"Working ","Incomplete higher   ","Married ","With parents  ",1,0,1,0,"Drivers ",2,30,3,0,11,1
F,0,0,0,74250,"Working ","Higher education    ","Separated     ","Municipal apartment ",1,0,1,0,"Core staff    ",1,53,15,0,35,1
F,0,0,0,74250,"Working ","Higher education    ","Separated     ","Municipal apartment ",1,0,1,0,"Core staff    ",1,53,15,0,8,1
F,0,0,0,74250,"Working ","Higher education    ","Separated     ","Municipal apartment ",1,0,1,0,"Core staff    ",1,53,15,0,9,1
M,1,0,1,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Drivers ",3,28,3,0,27,1
M,1,0,1,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Drivers ",3,28,3,0,10,1
M,1,0,1,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Drivers ",3,28,3,0,27,1
M,1,0,1,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Drivers ",3,28,3,0,13,1
M,1,0,1,135000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,0,0,"Drivers ",3,28,3,0,23,1
F,0,0,0,144000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Cleaning staff,1,44,25,0,7,1
F,0,0,0,144000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Cleaning staff,1,44,25,0,8,1
F,0,0,0,144000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Cleaning staff,1,44,25,0,8,1
F,0,0,0,202500,"State servant ","Higher education    ","Married ","With parents  ",1,0,1,0,"Core staff    ",2,40,4,0,20,1
F,0,0,0,202500,"State servant ","Higher education    ","Married ","With parents  ",1,0,1,0,"Core staff    ",2,40,4,1,21,1
F,0,0,0,202500,"State servant ","Higher education    ","Married ","With parents  ",1,0,1,0,"Core staff    ",2,40,4,0,9,1
F,0,0,0,202500,"State servant ","Higher education    ","Married ","With parents  ",1,0,1,0,"Core staff    ",2,40,4,1,16,1
M,1,0,0,337500,"State servant ","Higher education    ","Married ","With parents  ",1,1,1,0,Managers,2,29,5,0,36,1
M,1,0,0,337500,"State servant ","Higher education    ","Married ","With parents  ",1,1,1,0,Managers,2,29,5,0,16,1
M,1,0,0,337500,"State servant ","Higher education    ","Married ","With parents  ",1,1,1,0,Managers,2,29,5,0,18,1
M,1,0,0,337500,"State servant ","Higher education    ","Married ","With parents  ",1,1,1,0,Managers,2,29,5,0,27,1
M,1,0,0,337500,"State servant ","Higher education    ","Married ","With parents  ",1,1,1,0,Managers,2,29,5,0,35,1
M,0,0,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,Laborers,2,41,7,0,29,1
M,0,0,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,Laborers,2,41,7,0,30,1
M,0,0,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,Laborers,2,41,7,0,26,1
M,0,0,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,Laborers,2,41,7,0,41,1
M,0,0,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,Laborers,2,41,7,0,30,1
M,0,0,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,Laborers,2,41,7,0,16,1
M,0,0,0,180000,Commercial associate,"Secondary / secondary special   ","Married ","Municipal apartment ",1,0,1,0,Laborers,2,41,7,0,27,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,21,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,41,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,41,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,40,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,59,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,17,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,31,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,25,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,9,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,21,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,10,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,35,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,40,1
F,0,0,0,130500,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,1,0,Cleaning staff,2,42,14,0,31,1
F,0,0,0,193500,"Working ","Secondary / secondary special   ",Single / not married,"Municipal apartment ",1,0,1,0,Laborers,1,45,6,1,22,1
F,0,0,0,193500,"Working ","Secondary / secondary special   ",Single / not married,"Municipal apartment ",1,0,1,0,Laborers,1,45,6,1,33,1
F,0,0,0,193500,"Working ","Secondary / secondary special   ",Single / not married,"Municipal apartment ",1,0,1,0,Laborers,1,45,6,0,13,1
F,0,0,0,193500,"Working ","Secondary / secondary special   ",Single / not married,"Municipal apartment ",1,0,1,0,Laborers,1,45,6,0,9,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,17,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,18,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,11,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,18,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,15,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,18,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,15,1
M,1,0,0,267750,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Laborers,2,58,13,0,17,1
F,0,0,0,139500,"Working ","Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,45,20,0,10,1
F,0,0,0,139500,"Working ","Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,45,20,0,17,1
F,0,0,0,139500,"Working ","Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,45,20,0,17,1
